combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
"Pretty comfortable pair of running shoes For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Positive,4.0,True,,9 D(M) US,Cool Grey/Team Orange/White/Platinum,172,33,False,"Pretty comfortable pair of running shoes For the price I spent on the pair of shoes, I'd say it's as good as expected. It's comfortable and doesn't hurt my feet when I run.","['pretty', 'comfortable', 'pair', 'running', 'shoe', 'price', 'spent', 'pair', 'shoe', 'id', 'say', 'good', 'expected', 'comfortable', 'doesnt', 'hurt', 'foot', 'run']",0.938,Positive,-0.875,Negative
Five Stars fits perfect,Positive,5.0,True,,7 B(M) US,Grey,23,4,False,Five Stars fits perfect,"['five', 'star', 'fit', 'perfect']",0.5719,Positive,-0.5,Negative
Super light weight versatile Super light weight comfortable! Kick box in these and run too. Good support!,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,105,17,False,Super light weight versatile Super light weight comfortable! Kick box in these and run too. Good support!,"['super', 'light', 'weight', 'versatile', 'super', 'light', 'weight', 'comfortable', 'kick', 'box', 'run', 'good', 'support']",0.9537,Positive,1.25,Positive
Five Stars Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,101,17,False,Five Stars Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,"['five', 'star', 'purchased', 'teenage', 'daughter', 'love', 'casual', 'wear', 'sport']",0.6705,Positive,-0.25,Negative
"Comfortable shoe for both workout sessions and walking Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,239,41,False,"Comfortable shoe for both workout sessions and walking Comfortable shoe for both workout sessions and walking. Neither too bulky nor too light. This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.","['comfortable', 'shoe', 'workout', 'session', 'walking', 'comfortable', 'shoe', 'workout', 'session', 'walking', 'neither', 'bulky', 'light', 'second', 'pair', 'fit', 'neon', 'pink', 'color', 'nice', 'basic', 'bw']",0.8658,Positive,-1.25,Negative
Smooth and confortable. Very confortable.,Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,41,5,False,Smooth and confortable. Very confortable.,"['smooth', 'confortable', 'confortable']",0.0,Neutral,0.0,Neutral
Five Stars She loves them,Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,25,5,False,Five Stars She loves them,"['five', 'star', 'love']",0.5719,Positive,0.625,Positive
These shoes are great for walking - so very comfortable They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,143,25,False,These shoes are great for walking - so very comfortable They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,"['shoe', 'great', 'walking', 'comfortable', 'fit', 'perfectly', 'shoe', 'great', 'walking', 'comfortable', 'love']",0.9829,Positive,0.125,Positive
Five Stars Love them!,Positive,5.0,True,,9 B(M) US,Wolf Grey/Black-pink Blast/White,21,4,False,Five Stars Love them!,"['five', 'star', 'love']",0.6696,Positive,0.625,Positive
"Overall, a grwat shoe. Wish they had a little more support/cushion, but I love everything else about them!",Positive,4.0,True,,6.5 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,106,18,False,"Overall, a grwat shoe. Wish they had a little more support/cushion, but I love everything else about them!","['overall', 'grwat', 'shoe', 'wish', 'little', 'supportcushion', 'love', 'everything', 'else']",0.8378,Positive,-0.375,Negative
"the best sneakers by far the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,169,33,False,"the best sneakers by far the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others... And I absolutely loved them!!","['best', 'sneaker', 'far', 'best', 'sneaker', 'far', 'never', 'owned', 'pair', 'nike', 'sneaker', 'went', 'solely', 'review', 'others', 'absolutely', 'loved']",0.9379,Positive,2.0,Positive
Five Stars Super cute!,Positive,5.0,True,,9 B(M) US,Black/Wolf Grey/White/Pink,22,4,False,Five Stars Super cute!,"['five', 'star', 'super', 'cute']",0.8016,Positive,0.0,Neutral
Five Stars Excelente,Positive,5.0,True,,7.5 D(M) US,Cool Grey/Team Orange/White/Platinum,20,3,False,Five Stars Excelente,"['five', 'star', 'excelente']",0.0,Neutral,0.0,Neutral
Love the color and fit Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Positive,5.0,True,,7.5 B(M) US,Wolf Grey/Black-pink Blast/White,137,29,False,Love the color and fit Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,"['love', 'color', 'fit', 'love', 'color', 'fit', 'use', 'work', 'gym', 'treadmill', 'light', 'comfortable']",0.9514,Positive,-1.25,Negative
Five Stars Fit good,Positive,5.0,True,,8 B(M) US,Grey,19,4,False,Five Stars Fit good,"['five', 'star', 'fit', 'good']",0.6597,Positive,0.25,Positive
Four Stars Nice product,Positive,4.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,23,4,False,Four Stars Nice product,"['four', 'star', 'nice', 'product']",0.4215,Positive,0.875,Positive
Five Stars,Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,10,2,False,Five Stars,"['five', 'star']",0.0,Neutral,0.0,Neutral
"Soooo comfortable..... Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Positive,5.0,True,,6.5 B(M) US,Black/White/Anthracite/Stealth,268,52,False,Soooo comfortable..... Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :) I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly,"['soooo', 'comfortable', 'love', '3', 'pairstheyre', 'comfortable', 'im', 'foot', 'day', 'foot', 'actually', 'dont', 'hurt', 'end', 'day', 'wear', 'ive', 'learned', 'get', '12', 'size', 'smallerim', 'normally', 'size', '7', '6', '12', 'fit', 'perfectly']",0.9764,Positive,-1.625,Negative
Five Stars Wife loves them!,Positive,5.0,True,,7.5 B(M) US,Cool Grey/Volt/Pure Platinum,27,5,False,Five Stars Wife loves them!,"['five', 'star', 'wife', 'love']",0.6114,Positive,0.75,Positive
"Adorable shoes Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Positive,5.0,True,,6.5 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,208,34,False,"Adorable shoes Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.","['adorable', 'shoe', 'white', 'need', 'washing', 'regularly', 'received', 'many', 'compliment', 'pretty', 'white', 'pink', 'shoe', 'extremely', 'good', 'nike', 'quality', 'highly', 'recommended']",0.9507,Positive,2.125,Positive
"Five Stars They fit perfect, extremely comfortable",Positive,5.0,True,,7.5 B(M) US,Wolf Grey/Black-pink Blast/White,50,7,False,"Five Stars They fit perfect, extremely comfortable","['five', 'star', 'fit', 'perfect', 'extremely', 'comfortable']",0.8687,Positive,-0.625,Negative
Five Stars Fit my size perfectly and very comfortable!,Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,54,9,False,Five Stars Fit my size perfectly and very comfortable!,"['five', 'star', 'fit', 'size', 'perfectly', 'comfortable']",0.8906,Positive,-1.0,Negative
"Love these shoes Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,164,31,False,"Love these shoes Love these shoes! So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!","['love', 'shoe', 'love', 'shoe', 'stylish', 'comfortable', 'got', 'back', 'trip', 'nyc', 'black', 'white', 'nike', 'yoga', 'pant', 'high', 'fashion', 'right']",0.9267,Positive,-0.5,Negative
Comfortable and Exactly what I expected! Comfortable and chic,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,61,9,False,Comfortable and Exactly what I expected! Comfortable and chic,"['comfortable', 'exactly', 'expected', 'comfortable', 'chic']",0.8398,Positive,-0.875,Negative
Five Stars Best shoes ever!!!,Positive,5.0,True,,7.5 B(M) US,Ocean Fog/Blue Grey/Mango,29,5,False,Five Stars Best shoes ever!!!,"['five', 'star', 'best', 'shoe', 'ever']",0.7249,Positive,0.5,Positive
Five Stars Love love love,Positive,5.0,True,,8.5 B(M) US,Green Glow/Seaweed - Hasta - White,25,5,False,Five Stars Love love love,"['five', 'star', 'love', 'love', 'love']",0.9274,Positive,1.875,Positive
Five Stars Fit well.,Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,20,4,False,Five Stars Fit well.,"['five', 'star', 'fit', 'well']",0.5574,Positive,-0.5,Negative
"So comfortable, I don't even feel like I have a ... So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.",Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,177,39,False,"So comfortable, I don't even feel like I have a ... So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","['comfortable', 'dont', 'even', 'feel', 'like', 'comfortable', 'dont', 'even', 'feel', 'like', 'sneaker', 'based', 'review', 'got', 'half', 'size', 'glad']",0.8231,Positive,-1.5,Negative
"nice sneakers. Fit as expected On time, nice sneakers. Fit as expected.",Positive,5.0,True,,7.5 B(M) US,Black/Green Glow-blue Glow-white,71,12,False,"nice sneakers. Fit as expected On time, nice sneakers. Fit as expected.","['nice', 'sneaker', 'fit', 'expected', 'time', 'nice', 'sneaker', 'fit', 'expected']",0.8625,Positive,0.75,Positive
"Simply Supreme. Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,1237,232,True,"Simply Supreme. Favorite training and walking-around sneakers. They look good with just about anything, and are comfortable for most situations. With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to. If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :( However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.","['simply', 'supreme', 'favorite', 'training', 'walkingaround', 'sneaker', 'look', 'good', 'anything', 'comfortable', 'situation', 'exception', 'running', 'use', 'proper', 'mizuno', 'running', 'sneaker', 'archsupport', 'insole', 'sneaker', 'goto', 'could', 'id', 'take', 'away', '12', 'star', 'arch', 'support', 'slightly', 'wider', 'front', 'foot', 'arch', 'little', 'high', 'side', 'look', 'good', 'foot', 'fit', 'could', 'probably', 'tie', 'lace', 'differently', 'put', 'insoletheyre', 'pretty', 'expensive', 'zumba', 'class', 'arch', 'began', 'twinge', 'however', 'overall', 'awesome', 'shoe', 'continue', 'stick', 'going', 'day', 'day', 'walking', 'training', 'gym', 'use', 'exception', 'running', 'zumba', 'although', 'hiphop', 'fine', 'shoe', 'great', 'flexibility', 'dont', 'look', 'dirty', 'easily', 'previous', 'pair', 'flex', 'supreme', 'tr', '3', 'lasted', 'good', '2', 'year', 'verge', 'worn', 'optimal', 'sneaker', 'flexible', 'way', 'one', 'pointing', 'toe', 'legpressing', 'gym', 'use', 'shopping', 'adding', 'sporty', 'edge', 'dressy', 'night', 'flex']",0.9898,Positive,3.5,Positive
